Name,Age,Gender,Address,Loan Access,CRM/ATM Access,Mobile Banking Access,Profession,Disability
Kidist Tesfaye,56,Female,"Kebele 16, Woreda 5, Shashemene",Michu,No,No,Health Worker,Yes
Mahlet Geremew,19,Female,"Kebele 17, Woreda 10, Hosaena",Kiya,Yes,No,Teacher,No
Melaku Leul,19,Male,"Kebele 28, Woreda 3, Bahir Dar",Michu,No,No,Teacher,No
Misgana Abebe,65,Male,"Kebele 29, Woreda 5, Nekemte",Michu,Yes,Yes,Teacher,Yes
Tariku Kidane,19,Male,"Kebele 22, Woreda 2, Mekelle",Michu,No,Yes,Farmer,No
Luwam Habtamu,27,Female,"Kebele 19, Woreda 6, Asosa",Conventional Loan,No,No,Farmer,Yes
Wolde Redae,41,Male,"Kebele 5, Woreda 5, Gondar",Conventional Loan,Yes,No,Health Worker,Yes
Abebech Ermias,32,Female,"Kebele 26, Woreda 7, Debre Berhan",Conventional Loan,No,No,Student,Yes
Melaku Zeleke,51,Male,"Kebele 12, Woreda 3, Arba Minch",Conventional Loan,Yes,No,Student,No
Mamo Hailu,39,Male,"Kebele 11, Woreda 9, Mekelle",Conventional Loan,No,No,Employed,No
Hewan Yohannes,20,Female,"Kebele 25, Woreda 4, Hawassa",Conventional Loan,Yes,Yes,Health Worker,Yes
Getachew Shiferaw,47,Male,"Kebele 18, Woreda 1, Arba Minch",Conventional Loan,Yes,Yes,Merchant,Yes
Redae Tadese,57,Male,"Kebele 15, Woreda 3, Nekemte",Michu,No,Yes,Health Worker,No
Sifan Negusu,36,Female,"Kebele 11, Woreda 3, Arba Minch",Michu,No,No,Teacher,Yes
Binyam Amare,60,Male,"Kebele 24, Woreda 2, Jimma",Michu,No,No,Health Worker,No
Selamawit Melaku,38,Male,"Kebele 26, Woreda 7, Dessie",Conventional Loan,No,No,Teacher,Yes
Tamrat Wolde,48,Male,"Kebele 15, Woreda 3, Adama",Michu,Yes,No,Health Worker,No
Ayisha Bekele,58,Female,"Kebele 13, Woreda 4, Hosaena",Kiya,No,No,Farmer,No
Mitiku Misgana,26,Male,"Kebele 29, Woreda 8, Bahir Dar",Michu,No,Yes,Employed,No
Desalegn Mesfin,64,Male,"Kebele 30, Woreda 6, Dessie",Conventional Loan,Yes,Yes,Student,No
Birtukan Berhanu,23,Female,"Kebele 1, Woreda 8, Shashemene",Conventional Loan,No,Yes,Teacher,Yes
Selam Kassahun,20,Female,"Kebele 25, Woreda 5, Asosa",Conventional Loan,No,Yes,Teacher,No
Selamawit Amare,46,Male,"Kebele 22, Woreda 7, Gambela",Michu,No,Yes,Employed,No
Zebene Tadese,55,Female,"Kebele 19, Woreda 9, Sodo",Michu,No,No,Health Worker,No
Nebiyu Fekadu,50,Male,"Kebele 6, Woreda 2, Dessie",Michu,No,No,Merchant,No
Bekele Tadesse,35,Male,"Kebele 25, Woreda 3, Nekemte",Michu,Yes,Yes,Teacher,No
Dagnachew Yilma,52,Male,"Kebele 23, Woreda 9, Sodo",Michu,No,No,Teacher,Yes
Emebet Mengistu,51,Female,"Kebele 6, Woreda 9, Shashemene",Conventional Loan,No,Yes,Employed,No
Abebech Ermias,61,Female,"Kebele 17, Woreda 6, Dire Dawa",Kiya,Yes,Yes,Teacher,No
Berhanu Daniel,28,Male,"Kebele 26, Woreda 7, Hawassa",Michu,No,Yes,Employed,Yes
Genet Yilma,49,Female,"Kebele 28, Woreda 2, Jijiga",Michu,Yes,Yes,Farmer,No
Demelash Mamo,68,Male,"Kebele 23, Woreda 5, Harar",Conventional Loan,Yes,Yes,Teacher,No
Samuel Kebede,28,Male,"Kebele 7, Woreda 10, Mekelle",Conventional Loan,Yes,Yes,Merchant,No
Sifan Leul,29,Female,"Kebele 15, Woreda 6, Gondar",Michu,Yes,No,Health Worker,No
Genet Wolde,48,Female,"Kebele 10, Woreda 10, Dilla",Conventional Loan,Yes,Yes,Merchant,Yes
Tadesse Abraham,24,Male,"Kebele 3, Woreda 2, Dire Dawa",Michu,Yes,Yes,Student,No
Mulugeta Yared,21,Male,"Kebele 6, Woreda 6, Hosaena",Michu,Yes,No,Health Worker,Yes
Banchi Legesse,35,Female,"Kebele 30, Woreda 3, Nekemte",Michu,Yes,No,Health Worker,Yes
Girma Gizachew,56,Male,"Kebele 16, Woreda 10, Hawassa",Conventional Loan,Yes,Yes,Teacher,Yes
Luwam Tadesse,22,Female,"Kebele 29, Woreda 8, Gondar",Kiya,Yes,Yes,Teacher,No
Tesfaye Selamawit,22,Male,"Kebele 27, Woreda 3, Mekelle",Conventional Loan,No,Yes,Teacher,Yes
Magi Yesuf,70,Female,"Kebele 9, Woreda 5, Debre Berhan",Kiya,No,No,Farmer,No
Mitiku Mamo,68,Male,"Kebele 23, Woreda 9, Gambela",Conventional Loan,No,No,Health Worker,Yes
Wube Tariku,22,Male,"Kebele 22, Woreda 9, Dilla",Conventional Loan,Yes,Yes,Teacher,Yes
Emebet Mamo,23,Female,"Kebele 16, Woreda 10, Dire Dawa",Conventional Loan,Yes,Yes,Employed,Yes
Tsegaye Redae,69,Male,"Kebele 19, Woreda 6, Jijiga",Conventional Loan,No,No,Teacher,Yes
Melaku Tilahun,27,Male,"Kebele 4, Woreda 5, Arba Minch",Conventional Loan,Yes,No,Student,No
Hayat Getahun,38,Female,"Kebele 12, Woreda 7, Hosaena",Conventional Loan,Yes,Yes,Student,Yes
Tsion Mengistu,69,Female,"Kebele 16, Woreda 8, Jijiga",Michu,Yes,Yes,Employed,No
Amare Tesfu,33,Male,"Kebele 8, Woreda 3, Jijiga",Michu,Yes,No,Teacher,Yes
Yeshi Tsegaye,48,Female,"Kebele 13, Woreda 8, Bahir Dar",Michu,Yes,Yes,Farmer,Yes
Misrak Kassahun,53,Female,"Kebele 6, Woreda 6, Jijiga",Michu,No,No,Teacher,Yes
Tesfu Melaku,52,Male,"Kebele 13, Woreda 6, Asosa",Michu,No,No,Student,Yes
Zebene Getahun,65,Female,"Kebele 14, Woreda 8, Arba Minch",Kiya,No,Yes,Merchant,Yes
Girma Sintayehu,69,Male,"Kebele 24, Woreda 2, Nekemte",Conventional Loan,Yes,No,Farmer,No
Hawi Kidist,23,Female,"Kebele 19, Woreda 3, Jimma",Kiya,Yes,No,Teacher,Yes
Abigail Zegeye,26,Female,"Kebele 23, Woreda 7, Gondar",Kiya,Yes,Yes,Health Worker,No
Rahel Mekonnen,21,Female,"Kebele 12, Woreda 10, Bahir Dar",Kiya,No,No,Health Worker,Yes
Girma Yilma,47,Male,"Kebele 2, Woreda 6, Gondar",Conventional Loan,No,Yes,Student,No
Biruk Getachew,42,Male,"Kebele 7, Woreda 10, Harar",Michu,No,Yes,Health Worker,No
Selamawit Kibrom,32,Female,"Kebele 18, Woreda 8, Gondar",Kiya,Yes,Yes,Farmer,Yes
Misgana Redae,37,Male,"Kebele 28, Woreda 1, Hosaena",Conventional Loan,No,Yes,Teacher,No
Tesfu Selamawit,50,Male,"Kebele 8, Woreda 9, Debre Markos",Michu,Yes,No,Student,Yes
Zufan Yohannes,34,Female,"Kebele 27, Woreda 5, Adama",Conventional Loan,Yes,Yes,Student,No
Tadesse Daniel,40,Male,"Kebele 3, Woreda 6, Dilla",Conventional Loan,No,No,Employed,Yes
Demeke Tadesse,62,Male,"Kebele 9, Woreda 2, Harar",Conventional Loan,Yes,No,Health Worker,Yes
Hana Abraham,55,Female,"Kebele 16, Woreda 9, Mekelle",Conventional Loan,Yes,Yes,Student,Yes
Zufan Tamrat,60,Female,"Kebele 19, Woreda 1, Jijiga",Kiya,No,Yes,Teacher,No
Mengistu Gebru,66,Male,"Kebele 3, Woreda 5, Shashemene",Conventional Loan,No,Yes,Farmer,No
Bereket Worku,45,Male,"Kebele 14, Woreda 6, Mekelle",Conventional Loan,Yes,Yes,Farmer,Yes
Wubit Getnet,21,Female,"Kebele 6, Woreda 2, Asosa",Conventional Loan,No,Yes,Health Worker,No
Yohannes Mesfin,52,Male,"Kebele 24, Woreda 8, Bahir Dar",Michu,No,No,Farmer,No
Gete Abraham,65,Female,"Kebele 4, Woreda 7, Asosa",Michu,No,Yes,Teacher,No
Tsegaye Kassaye,62,Male,"Kebele 14, Woreda 5, Debre Berhan",Conventional Loan,Yes,No,Health Worker,No
Selam Yonas,61,Female,"Kebele 14, Woreda 9, Dessie",Conventional Loan,Yes,Yes,Farmer,No
Selamawit Zerihun,42,Male,"Kebele 9, Woreda 10, Dire Dawa",Conventional Loan,No,No,Merchant,No
Zerihun Endale,55,Male,"Kebele 11, Woreda 9, Gondar",Conventional Loan,Yes,Yes,Farmer,No
Meseret Mitiku,56,Female,"Kebele 24, Woreda 5, Gondar",Kiya,Yes,Yes,Employed,No
Geremew Tamirat,65,Male,"Kebele 21, Woreda 7, Hawassa",Michu,No,Yes,Health Worker,Yes
Hana Leul,61,Female,"Kebele 28, Woreda 7, Jijiga",Conventional Loan,Yes,No,Teacher,No
Emebet Tsegaye,23,Female,"Kebele 11, Woreda 6, Gondar",Kiya,No,No,Farmer,Yes
Melaku Yohannes,68,Male,"Kebele 23, Woreda 9, Bahir Dar",Michu,No,Yes,Student,No
Asnake Melaku,50,Male,"Kebele 11, Woreda 10, Dire Dawa",Conventional Loan,Yes,No,Student,Yes
Alemnesh Samuel,21,Female,"Kebele 15, Woreda 4, Bahir Dar",Michu,No,No,Merchant,No
Adamu Eshetu,61,Male,"Kebele 5, Woreda 5, Shashemene",Conventional Loan,Yes,No,Student,No
Tesfu Leul,50,Male,"Kebele 29, Woreda 9, Shashemene",Michu,No,No,Student,Yes
Gebru Tamirat,39,Male,"Kebele 12, Woreda 9, Mekelle",Michu,Yes,No,Farmer,Yes
Nardos Dawit,20,Female,"Kebele 25, Woreda 5, Arba Minch",Kiya,Yes,No,Merchant,Yes
Senait Hussen,47,Female,"Kebele 6, Woreda 6, Gondar",Kiya,Yes,Yes,Health Worker,No
Lensa Teshome,28,Female,"Kebele 12, Woreda 10, Sodo",Michu,Yes,Yes,Teacher,Yes
Haile Abraham,27,Male,"Kebele 30, Woreda 3, Debre Berhan",Conventional Loan,Yes,Yes,Student,Yes
Milki Yonas,59,Female,"Kebele 9, Woreda 1, Adama",Kiya,No,Yes,Merchant,Yes
Hawi Sisay,39,Female,"Kebele 12, Woreda 6, Jijiga",Conventional Loan,No,Yes,Student,Yes
Yohannes Tariku,29,Male,"Kebele 8, Woreda 8, Nekemte",Conventional Loan,No,Yes,Merchant,Yes
Assefu Kassahun,43,Female,"Kebele 5, Woreda 7, Asosa",Conventional Loan,Yes,No,Employed,Yes
Nega Tadese,62,Male,"Kebele 25, Woreda 2, Nekemte",Conventional Loan,Yes,No,Student,Yes
Eshetu Teshome,45,Male,"Kebele 1, Woreda 2, Shashemene",Conventional Loan,No,Yes,Farmer,Yes
Solomon Gebeyehu,68,Male,"Kebele 7, Woreda 4, Gambela",Michu,Yes,Yes,Farmer,No
Lensa Abebe,53,Female,"Kebele 23, Woreda 8, Asosa",Conventional Loan,Yes,Yes,Teacher,No
Sewit Yonas,61,Female,"Kebele 2, Woreda 9, Dilla",Kiya,No,Yes,Farmer,No
Leul Tamrat,37,Male,"Kebele 17, Woreda 9, Jijiga",Conventional Loan,Yes,Yes,Health Worker,Yes
Mekdes Daniel,28,Female,"Kebele 26, Woreda 8, Dessie",Conventional Loan,No,No,Health Worker,Yes
Eyob Kibrom,39,Male,"Kebele 12, Woreda 6, Gambela",Conventional Loan,No,Yes,Employed,No
Merid Hussen,56,Male,"Kebele 28, Woreda 9, Adama",Conventional Loan,Yes,No,Health Worker,No
Tamirat Chalachew,51,Male,"Kebele 2, Woreda 9, Nekemte",Michu,Yes,No,Student,Yes
Abraham Yilma,36,Male,"Kebele 9, Woreda 10, Jimma",Conventional Loan,Yes,No,Merchant,Yes
Habtemariam Biruk,70,Male,"Kebele 9, Woreda 4, Adama",Michu,No,No,Employed,Yes
Getahun Kassahun,48,Male,"Kebele 26, Woreda 4, Jimma",Conventional Loan,No,No,Health Worker,No
Solomon Zewdu,42,Male,"Kebele 7, Woreda 2, Debre Berhan",Conventional Loan,No,No,Merchant,No
Genet Hailu,44,Female,"Kebele 28, Woreda 8, Jimma",Kiya,No,Yes,Employed,Yes
Tigist Kidist,69,Female,"Kebele 22, Woreda 9, Adama",Michu,No,Yes,Merchant,No
Mitiku Haile,31,Male,"Kebele 30, Woreda 10, Sodo",Conventional Loan,No,No,Farmer,No
Mamo Leul,18,Male,"Kebele 25, Woreda 5, Gambela",Conventional Loan,No,No,Farmer,Yes
Meseret Tesfaye,18,Female,"Kebele 15, Woreda 2, Jimma",Conventional Loan,No,Yes,Teacher,Yes
Amare Zeleke,62,Male,"Kebele 5, Woreda 7, Debre Markos",Michu,Yes,Yes,Health Worker,Yes
Zewditu Sintayehu,43,Female,"Kebele 21, Woreda 5, Nekemte",Kiya,No,Yes,Student,No
Ayantu Tamirat,43,Female,"Kebele 29, Woreda 4, Jijiga",Michu,Yes,Yes,Merchant,Yes
Atikilt Bereket,40,Female,"Kebele 16, Woreda 5, Gondar",Kiya,No,No,Farmer,Yes
Adanech Abiyot,28,Female,"Kebele 5, Woreda 3, Debre Berhan",Conventional Loan,No,Yes,Health Worker,Yes
Hana Desalegn,35,Female,"Kebele 17, Woreda 10, Shashemene",Michu,Yes,No,Farmer,Yes
Hussen Fekadu,63,Male,"Kebele 9, Woreda 7, Arba Minch",Michu,Yes,Yes,Teacher,No
Zewditu Getahun,23,Female,"Kebele 25, Woreda 9, Jijiga",Kiya,Yes,No,Farmer,No
Naomi Hailemariam,31,Female,"Kebele 18, Woreda 5, Arba Minch",Conventional Loan,Yes,No,Health Worker,No
Muluken Zegeye,43,Male,"Kebele 11, Woreda 10, Arba Minch",Michu,No,Yes,Merchant,Yes
Fekadu Wube,68,Male,"Kebele 22, Woreda 6, Hosaena",Michu,No,Yes,Merchant,No
Zebene Mekonnen,36,Female,"Kebele 29, Woreda 4, Sodo",Conventional Loan,No,No,Farmer,Yes
Yewbdar Tilahun,28,Female,"Kebele 9, Woreda 10, Jijiga",Conventional Loan,Yes,Yes,Teacher,No
Kebede Mamo,64,Male,"Kebele 19, Woreda 10, Gondar",Michu,Yes,Yes,Farmer,Yes
Hana Legesse,67,Female,"Kebele 30, Woreda 5, Shashemene",Michu,No,Yes,Merchant,Yes
Zewditu Hailemariam,50,Female,"Kebele 24, Woreda 3, Asosa",Kiya,Yes,Yes,Student,No
Zebiba Yilma,67,Female,"Kebele 18, Woreda 6, Jimma",Kiya,Yes,No,Health Worker,No
Berhanu Fekadu,34,Male,"Kebele 4, Woreda 7, Harar",Conventional Loan,No,Yes,Student,No
Hailu Tadese,44,Male,"Kebele 8, Woreda 2, Hosaena",Conventional Loan,Yes,No,Health Worker,No
Kidist Teshome,33,Male,"Kebele 6, Woreda 7, Asosa",Michu,No,No,Farmer,No
Almaz Yonas,46,Female,"Kebele 7, Woreda 1, Jijiga",Conventional Loan,No,No,Student,No
Tinsae Misgana,54,Female,"Kebele 6, Woreda 1, Hawassa",Conventional Loan,Yes,No,Merchant,No
Hirut Nigussie,49,Female,"Kebele 3, Woreda 1, Nekemte",Michu,No,Yes,Health Worker,Yes
Senait Redae,53,Female,"Kebele 17, Woreda 10, Bahir Dar",Michu,No,Yes,Teacher,No
Bereket Birhanu,54,Male,"Kebele 26, Woreda 5, Gondar",Michu,Yes,Yes,Merchant,Yes
Adamu Zewdu,22,Male,"Kebele 13, Woreda 5, Gondar",Michu,No,Yes,Teacher,Yes
Fikirte Eshetu,46,Female,"Kebele 30, Woreda 7, Harar",Conventional Loan,Yes,No,Health Worker,No
Tena Eshetu,57,Female,"Kebele 21, Woreda 7, Shashemene",Conventional Loan,No,Yes,Health Worker,No
Selam Wube,33,Female,"Kebele 29, Woreda 6, Jijiga",Conventional Loan,No,Yes,Employed,Yes
Merid Demeke,33,Male,"Kebele 7, Woreda 6, Jijiga",Conventional Loan,No,No,Student,Yes
Abraham Teshome,39,Male,"Kebele 4, Woreda 5, Harar",Michu,Yes,Yes,Farmer,Yes
Mekonnen Gebru,33,Male,"Kebele 21, Woreda 8, Jijiga",Michu,Yes,No,Health Worker,No
Adanech Worku,69,Female,"Kebele 2, Woreda 7, Dessie",Kiya,No,Yes,Student,Yes
Lulit Muluken,42,Female,"Kebele 6, Woreda 8, Asosa",Michu,No,No,Merchant,Yes
Yohannes Leul,18,Male,"Kebele 1, Woreda 6, Jimma",Conventional Loan,Yes,Yes,Teacher,Yes
Abebe Mitiku,29,Male,"Kebele 27, Woreda 2, Debre Berhan",Michu,No,Yes,Student,Yes
Yesuf Melaku,23,Male,"Kebele 18, Woreda 7, Gambela",Michu,Yes,Yes,Health Worker,Yes
Tena Sintayehu,29,Female,"Kebele 6, Woreda 5, Gondar",Michu,Yes,No,Merchant,No
Girma Merid,66,Male,"Kebele 5, Woreda 1, Dilla",Conventional Loan,Yes,No,Health Worker,No
Aster Kidane,39,Female,"Kebele 3, Woreda 3, Dire Dawa",Michu,Yes,Yes,Student,No
Mekuria Samuel,55,Male,"Kebele 14, Woreda 1, Bahir Dar",Conventional Loan,Yes,Yes,Merchant,No
Gete Amare,41,Female,"Kebele 30, Woreda 4, Nekemte",Kiya,Yes,No,Teacher,No
Solomon Desalegn,56,Male,"Kebele 14, Woreda 1, Mekelle",Conventional Loan,No,No,Health Worker,No
Tilahun Berhanu,32,Male,"Kebele 27, Woreda 9, Shashemene",Conventional Loan,Yes,Yes,Farmer,No
Yewbdar Bereket,27,Female,"Kebele 2, Woreda 2, Debre Markos",Conventional Loan,Yes,No,Merchant,Yes
Abebe Mamo,52,Male,"Kebele 9, Woreda 9, Debre Markos",Conventional Loan,No,Yes,Merchant,Yes
Zerihun Birhanu,64,Male,"Kebele 15, Woreda 1, Gambela",Michu,Yes,No,Farmer,No
Wondimu Zeleke,27,Male,"Kebele 25, Woreda 9, Dire Dawa",Michu,Yes,No,Teacher,Yes
Alem Yonas,24,Female,"Kebele 26, Woreda 10, Debre Markos",Conventional Loan,No,Yes,Merchant,No
Hawi Bereket,34,Female,"Kebele 27, Woreda 1, Shashemene",Michu,No,No,Employed,No
Zinash Yohannes,47,Female,"Kebele 4, Woreda 8, Debre Berhan",Conventional Loan,Yes,Yes,Farmer,Yes
Amel Mamo,25,Female,"Kebele 30, Woreda 6, Debre Markos",Michu,No,Yes,Merchant,Yes
Mengistu Selamawit,51,Male,"Kebele 26, Woreda 9, Arba Minch",Conventional Loan,Yes,Yes,Student,No
Selamawit Wube,54,Male,"Kebele 11, Woreda 2, Harar",Michu,Yes,Yes,Student,No
Meron Melaku,34,Female,"Kebele 17, Woreda 3, Dessie",Michu,No,No,Farmer,Yes
Redae Dawit,36,Male,"Kebele 21, Woreda 9, Jimma",Conventional Loan,No,No,Student,Yes
Berhanu Gebeyehu,32,Male,"Kebele 21, Woreda 1, Harar",Michu,Yes,Yes,Health Worker,Yes
Tsegaye Tilahun,20,Male,"Kebele 1, Woreda 1, Mekelle",Michu,No,No,Teacher,No
Naomi Henok,49,Female,"Kebele 11, Woreda 6, Hosaena",Michu,Yes,Yes,Farmer,No
Tilahun Worku,18,Male,"Kebele 13, Woreda 5, Hawassa",Conventional Loan,No,Yes,Student,Yes
Birtukan Yohannes,42,Female,"Kebele 20, Woreda 10, Debre Berhan",Kiya,Yes,No,Farmer,No
Abebe Tsegaye,34,Male,"Kebele 12, Woreda 4, Harar",Michu,No,Yes,Employed,Yes
Samuel Gebru,65,Male,"Kebele 13, Woreda 2, Jijiga",Michu,No,Yes,Student,Yes
Abigail Chalachew,27,Female,"Kebele 2, Woreda 2, Dire Dawa",Michu,No,Yes,Merchant,No
Demelash Getnet,34,Male,"Kebele 5, Woreda 7, Hawassa",Michu,No,No,Health Worker,Yes
Nega Wondimu,18,Male,"Kebele 19, Woreda 2, Jimma",Michu,Yes,No,Merchant,Yes
Ayantu Tadesse,59,Female,"Kebele 9, Woreda 2, Hawassa",Kiya,Yes,Yes,Merchant,No
Wubit Birhanu,45,Female,"Kebele 6, Woreda 8, Shashemene",Conventional Loan,No,No,Teacher,No
Legesse Misgana,22,Male,"Kebele 20, Woreda 7, Shashemene",Conventional Loan,No,Yes,Employed,No
Bisrat Birhanu,67,Female,"Kebele 9, Woreda 8, Debre Berhan",Michu,No,No,Merchant,No
Zebene Worku,42,Female,"Kebele 13, Woreda 9, Shashemene",Michu,Yes,Yes,Merchant,No
Tinsae Bekele,53,Female,"Kebele 10, Woreda 8, Dire Dawa",Kiya,No,No,Farmer,Yes
Meseret Selamawit,63,Female,"Kebele 5, Woreda 7, Harar",Conventional Loan,No,No,Teacher,Yes
Nega Nebiyu,41,Male,"Kebele 12, Woreda 2, Debre Markos",Michu,Yes,No,Teacher,No
Legesse Nigussie,61,Male,"Kebele 2, Woreda 7, Dilla",Conventional Loan,Yes,Yes,Farmer,Yes
Mulu Tilahun,49,Female,"Kebele 20, Woreda 2, Jijiga",Conventional Loan,Yes,No,Merchant,No
Mahlet Desalegn,26,Female,"Kebele 18, Woreda 9, Nekemte",Kiya,Yes,No,Merchant,No
Selam Berhanu,19,Female,"Kebele 19, Woreda 8, Dilla",Michu,Yes,No,Health Worker,No
Tadese Selamawit,29,Male,"Kebele 24, Woreda 2, Asosa",Michu,Yes,No,Farmer,Yes
Tebarek Kebede,55,Female,"Kebele 9, Woreda 4, Adama",Michu,Yes,Yes,Teacher,Yes
Nebiyu Solomon,70,Male,"Kebele 25, Woreda 4, Jimma",Conventional Loan,No,Yes,Student,Yes
Yodit Sintayehu,43,Female,"Kebele 28, Woreda 5, Jimma",Kiya,Yes,No,Student,Yes
Lulit Tesfaye,31,Female,"Kebele 13, Woreda 6, Mekelle",Michu,No,No,Employed,No
Selam Leul,46,Female,"Kebele 4, Woreda 2, Arba Minch",Conventional Loan,Yes,No,Student,Yes
Tesfu Sisay,30,Male,"Kebele 25, Woreda 5, Hosaena",Conventional Loan,No,Yes,Employed,No
Misrak Kibrom,65,Female,"Kebele 30, Woreda 7, Adama",Conventional Loan,Yes,No,Employed,Yes
Zebiba Biruk,58,Female,"Kebele 29, Woreda 3, Gambela",Kiya,No,No,Merchant,No
Dagnachew Getahun,45,Male,"Kebele 7, Woreda 10, Hosaena",Conventional Loan,Yes,No,Student,Yes
Kassaye Geremew,31,Male,"Kebele 9, Woreda 10, Nekemte",Michu,No,Yes,Teacher,No
Berhanu Chalachew,69,Male,"Kebele 4, Woreda 5, Hawassa",Michu,No,Yes,Student,No
Mihret Bekele,60,Female,"Kebele 26, Woreda 7, Debre Berhan",Conventional Loan,No,Yes,Student,Yes
Yilma Birhanu,46,Male,"Kebele 22, Woreda 6, Bahir Dar",Conventional Loan,No,Yes,Health Worker,Yes
Girma Dagnachew,24,Male,"Kebele 16, Woreda 7, Gondar",Michu,Yes,Yes,Student,No
Tsion Muluken,24,Female,"Kebele 27, Woreda 8, Adama",Michu,Yes,Yes,Merchant,Yes
Zerihun Biruk,19,Male,"Kebele 4, Woreda 8, Hawassa",Michu,No,No,Teacher,No
Melaku Yohannes,38,Male,"Kebele 28, Woreda 1, Debre Markos",Michu,Yes,Yes,Employed,Yes
Rediet Kebede,68,Female,"Kebele 7, Woreda 3, Dilla",Kiya,No,No,Health Worker,No
Kassaye Melaku,25,Male,"Kebele 24, Woreda 5, Bahir Dar",Conventional Loan,No,Yes,Teacher,Yes
Selamawit Adamu,42,Female,"Kebele 16, Woreda 7, Jijiga",Conventional Loan,Yes,Yes,Student,Yes
Eyob Getnet,59,Male,"Kebele 24, Woreda 6, Mekelle",Conventional Loan,Yes,Yes,Employed,Yes
Mitiku Nebiyu,46,Male,"Kebele 24, Woreda 4, Dessie",Michu,No,Yes,Health Worker,Yes
Bekele Desalegn,20,Male,"Kebele 21, Woreda 9, Dire Dawa",Conventional Loan,No,Yes,Employed,No
Nardos Wondimu,54,Female,"Kebele 17, Woreda 6, Jimma",Michu,Yes,Yes,Student,No
Kidane Kibrom,38,Male,"Kebele 6, Woreda 9, Hawassa",Conventional Loan,No,No,Merchant,Yes
Gennet Habtemariam,47,Female,"Kebele 20, Woreda 10, Bahir Dar",Michu,Yes,Yes,Teacher,No
Wondimu Eyob,67,Male,"Kebele 24, Woreda 10, Dilla",Michu,No,Yes,Farmer,No
Tesfu Mamo,65,Male,"Kebele 17, Woreda 4, Arba Minch",Michu,No,Yes,Farmer,No
Dinknesh Melaku,26,Female,"Kebele 20, Woreda 5, Debre Markos",Conventional Loan,No,Yes,Student,No
Mekdes Nega,23,Female,"Kebele 7, Woreda 9, Harar",Michu,Yes,No,Merchant,Yes
Nega Haile,52,Male,"Kebele 6, Woreda 10, Dire Dawa",Conventional Loan,Yes,No,Teacher,Yes
Kassaye Berhanu,38,Male,"Kebele 23, Woreda 3, Shashemene",Michu,No,Yes,Health Worker,Yes
Birtukan Berhanu,24,Female,"Kebele 8, Woreda 6, Dessie",Michu,No,Yes,Merchant,Yes
Mekuria Zewdu,40,Male,"Kebele 30, Woreda 5, Dessie",Michu,Yes,Yes,Teacher,No
Ayantu Tadesse,52,Female,"Kebele 17, Woreda 7, Mekelle",Conventional Loan,No,Yes,Farmer,No
Habtemariam Muluken,48,Male,"Kebele 26, Woreda 7, Dilla",Michu,Yes,No,Employed,No
Hiwot Yilma,50,Female,"Kebele 2, Woreda 8, Asosa",Conventional Loan,Yes,Yes,Farmer,No
Sewit Yonas,42,Female,"Kebele 14, Woreda 6, Dessie",Conventional Loan,Yes,Yes,Health Worker,No
Teshome Endale,43,Male,"Kebele 9, Woreda 6, Shashemene",Conventional Loan,Yes,Yes,Teacher,Yes
Muluken Gebru,62,Male,"Kebele 23, Woreda 7, Bahir Dar",Conventional Loan,No,Yes,Farmer,Yes
Alem Shiferaw,54,Female,"Kebele 25, Woreda 8, Gondar",Kiya,Yes,No,Student,Yes
Tigist Girma,41,Female,"Kebele 14, Woreda 5, Dire Dawa",Michu,No,No,Health Worker,No
Zinash Gizachew,28,Female,"Kebele 21, Woreda 5, Hawassa",Conventional Loan,Yes,No,Student,Yes
Gelila Dagnachew,23,Female,"Kebele 3, Woreda 3, Dilla",Kiya,No,No,Farmer,Yes
Sewit Desta,24,Female,"Kebele 26, Woreda 3, Sodo",Michu,Yes,No,Health Worker,Yes
Eshetu Mulugeta,61,Male,"Kebele 15, Woreda 5, Gambela",Conventional Loan,Yes,No,Teacher,Yes
Wengel Ermias,54,Female,"Kebele 8, Woreda 3, Bahir Dar",Conventional Loan,No,Yes,Employed,No
Habtamu Kidist,43,Male,"Kebele 28, Woreda 8, Gondar",Conventional Loan,Yes,Yes,Health Worker,No
Kebede Kidane,55,Male,"Kebele 27, Woreda 3, Dessie",Michu,Yes,Yes,Employed,Yes
Fekadu Leul,42,Male,"Kebele 27, Woreda 6, Gambela",Michu,No,Yes,Teacher,Yes
Henok Abraham,45,Male,"Kebele 3, Woreda 3, Jimma",Michu,Yes,Yes,Farmer,Yes
Hirut Worku,36,Female,"Kebele 21, Woreda 7, Bahir Dar",Michu,No,No,Employed,Yes
Nigussie Tilahun,41,Male,"Kebele 13, Woreda 5, Nekemte",Conventional Loan,No,No,Merchant,Yes
Gete Gebeyehu,24,Female,"Kebele 15, Woreda 1, Debre Berhan",Kiya,No,Yes,Student,Yes
Sisay Zegeye,19,Male,"Kebele 12, Woreda 9, Arba Minch",Conventional Loan,Yes,Yes,Employed,Yes
Sisay Asnake,20,Male,"Kebele 17, Woreda 10, Dire Dawa",Conventional Loan,Yes,No,Farmer,No
Amel Misgana,33,Female,"Kebele 15, Woreda 1, Dire Dawa",Conventional Loan,No,Yes,Student,No
Tinsae Demelash,57,Female,"Kebele 12, Woreda 10, Gondar",Michu,No,Yes,Health Worker,Yes
Meron Adamu,21,Female,"Kebele 12, Woreda 1, Dessie",Michu,Yes,No,Teacher,Yes
