Name,Withdrawal Amount (ETB),Withdrawal Successful
Mitiku Bekele,7912.24,Yes
Selam Yonas,549.56,Yes
Selamawit Abebe,3959.28,Yes
Fikirte Yilma,168.33,No
Zegeye Melaku,1669.04,No
Rahel Kebede,5584.91,Yes
Rediet Shiferaw,2116.85,Yes
Getnet Yonas,7240.36,Yes
Sifan Berhanu,5317.7,Yes
Tigist Desta,8587.79,Yes
Selam Tariku,8890.03,Yes
Legesse Negusu,4892.66,Yes
Aster Dawit,3718.64,Yes
Fikirte Kibrom,5418.68,Yes
Tsion Kibrom,1932.36,Yes
Abebech Mamo,2580.61,No
Redae Tariku,8628.33,Yes
Zebene Desalegn,5997.3,No
Helina Desalegn,467.97,Yes
Tebarek Desalegn,5213.28,Yes
Kassahun Abiyot,3240.99,No
Gelila Misgana,2011.79,Yes
Negusu Merid,9087.61,No
Ayantu Samuel,5459.12,Yes
Mulugeta Tamirat,5106.25,No
Abebech Dawit,7437.35,Yes
Kassaye Gizachew,9922.28,Yes
Helina Kibrom,7405.87,No
Luwam Zerihun,4882.35,Yes
Selam Biruk,5636.74,Yes
Moges Girma,8144.03,Yes
Banchi Wube,2325.39,Yes
Andargachew Mamo,4084.08,Yes
Selam Sisay,8458.14,No
Gelila Yohannes,6947.32,No
Abiyot Redae,479.09,Yes
Yohannes Tadese,1013.73,Yes
Teshome Sintayehu,1214.7,No
Kidist Desalegn,3401.99,No
Dinknesh Mekonnen,6765.74,Yes
Misgana Leul,2666.35,Yes
Amel Haile,7666.27,Yes
Ayenalem Solomon,3702.54,Yes
Yonas Kidist,7353.03,Yes
Henok Samuel,2176.73,No
Wengel Nebiyu,6967.65,Yes
Bekele Wondimu,6017.41,No
Yeshi Mitiku,149.46,Yes
Desalegn Getahun,1127.36,Yes
Yilma Asnake,4432.29,Yes
Hirut Legesse,9567.0,Yes
Haile Habtamu,1129.79,Yes
Ermias Fekadu,8515.13,Yes
Mamo Mesfin,3938.39,Yes
Berhanu Mekonnen,8656.21,No
Geremew Getnet,8018.68,Yes
Endale Bekele,9201.93,Yes
Zemzem Negusu,8373.9,Yes
Nega Demelash,1359.19,Yes
Eyob Yohannes,6190.49,Yes
Selamawit Desalegn,4893.87,Yes
Hiwot Samuel,8520.35,Yes
Getachew Samuel,6851.67,Yes
Hailu Merid,8786.03,Yes
Wengel Yemane,4267.37,Yes
Tigist Girma,2545.57,No
Samuel Nigussie,1857.75,Yes
Amel Sintayehu,1028.2,Yes
Misgana Biruk,3561.6,Yes
Yodit Nega,774.15,Yes
Gizachew Zegeye,2531.9,Yes
Hussen Muluken,9531.43,No
Zemzem Hailu,4305.87,Yes
Tadese Redae,2180.66,Yes
Redae Binyam,2266.98,Yes
Tadese Mulugeta,6350.73,No
Tigist Tamirat,7040.55,Yes
Nardos Desalegn,9256.52,Yes
Rediet Samuel,7841.74,No
Bethelhem Wondimu,5431.01,Yes
Wube Tamrat,2135.58,No
Melaku Legesse,5550.53,Yes
Yohannes Mulugeta,3350.96,Yes
Senait Abiyot,6316.76,Yes
Meseret Mitiku,8591.4,Yes
Milki Tsegaye,2808.51,No
Eyob Birhanu,4627.01,No
Yeshi Yesuf,118.54,Yes
Samuel Eshetu,159.51,Yes
Lulit Tesfu,6020.39,Yes
Zinash Mulugeta,1932.18,Yes
Tigist Andargachew,4206.95,Yes
Meron Tesfaye,2045.43,Yes
Desta Mitiku,6808.24,Yes
Yesuf Yonas,3079.42,No
Mekdes Kassahun,7127.39,Yes
Naomi Melaku,1186.07,Yes
Firehiwot Endale,1609.4,Yes
Rediet Teshome,9825.89,Yes
Misrak Ermias,5941.16,Yes
Gizachew Geremew,6213.57,Yes
Zemzem Adamu,6921.63,Yes
Genet Yonas,1532.24,Yes
Hewan Henok,297.69,Yes
Merid Mitiku,7899.84,Yes
Kidist Samuel,2307.42,Yes
Mesfin Abebe,6691.01,Yes
Tebarek Gizachew,2564.61,No
Muluken Abraham,3282.29,Yes
Zerihun Worku,1665.97,Yes
Sara Tesfu,5013.74,Yes
Fozia Tsegaye,2248.16,Yes
Mahlet Dawit,454.3,No
Abebech Tadese,3459.28,Yes
Tinsae Getnet,1152.1,No
Habtemariam Melaku,5229.12,Yes
Sifan Tadese,9391.71,Yes
Hirut Ermias,9727.71,Yes
Tena Eshetu,9935.03,No
Dagmawit Yesuf,3357.04,Yes
Samuel Demelash,6356.21,Yes
Rediet Zeleke,5847.29,Yes
Rahel Kebede,5309.57,No
Leul Tamrat,5515.13,Yes
Yeshi Zerihun,5022.44,Yes
Abebe Mekuria,129.44,Yes
Yohannes Yemane,9696.95,No
Girma Misgana,3325.65,Yes
Wube Zeleke,1610.53,No
Meron Negusu,9750.53,Yes
Sisay Legesse,9725.31,No
Wengel Yemane,2104.43,Yes
Abigail Sintayehu,2073.41,Yes
Kassaye Melaku,7409.14,Yes
Mekonnen Bekele,7756.35,Yes
Sifan Zeleke,5074.8,Yes
Dagnachew Mekuria,4909.5,Yes
Hewan Sisay,5199.75,Yes
Getnet Dawit,4125.55,No
Rahel Samuel,5204.0,Yes
Rahel Abebe,671.7,Yes
Leul Habtamu,8959.19,Yes
Ayenalem Tsegaye,1831.19,No
Eshetu Ermias,3354.68,Yes
Wube Yared,9513.17,Yes
Tilahun Selamawit,4815.53,No
Tadesse Kassaye,2260.26,Yes
Wengel Biruk,9925.92,Yes
Lomi Merid,2499.16,No
Mulugeta Yared,8501.5,Yes
Adamu Mekuria,8706.83,No
Tigist Zewdu,873.86,Yes
Tariku Mesfin,6081.32,Yes
Sewit Demelash,9169.46,Yes
Abraham Hailu,8497.05,Yes
Melaku Tsegaye,581.04,No
Yesuf Mesfin,5646.78,Yes
Zewditu Mesfin,8332.3,No
Atikilt Yonas,7518.27,Yes
Mulu Andargachew,6052.32,Yes
Abebech Gebeyehu,2188.33,Yes
Mihret Yilma,444.43,Yes
Lensa Eshetu,5488.5,Yes
Hussen Mesfin,3388.15,Yes
Abraham Leul,6133.08,No
Hiwot Tadese,1793.98,Yes
Girma Gizachew,5415.25,Yes
Nebiyu Birhanu,7095.37,Yes
Feven Redae,3348.68,Yes
Melaku Yohannes,8191.82,Yes
Firehiwot Zerihun,5161.81,No
Girma Mulugeta,2102.92,Yes
Hiwot Solomon,1061.74,No
Henok Kassahun,6922.07,Yes
Tesfaye Zeleke,7888.83,Yes
Abraham Mekonnen,4760.28,Yes
Gebru Kebede,565.14,Yes
Biruk Eyob,3702.94,Yes
Tadese Gizachew,4701.92,Yes
Yodit Kidane,3374.05,Yes
Kidane Dagnachew,9928.63,Yes
Zemzem Sisay,3787.52,Yes
Misrak Zerihun,8036.25,No
Fekadu Mitiku,999.96,Yes
Melaku Fekadu,4162.84,Yes
Mesfin Andargachew,6305.91,Yes
Rediet Leul,9532.73,No
Mengistu Eshetu,5555.66,Yes
Haimanot Hailemariam,7487.13,Yes
Selamawit Desta,6351.88,Yes
Yesuf Kidane,6458.34,Yes
Abebe Yemane,8444.44,Yes
Dawit Yesuf,541.46,Yes
Andargachew Solomon,4799.77,Yes
Hirut Zegeye,7916.38,Yes
Desta Yemane,3658.36,Yes
Andargachew Eyob,2181.67,No
Hiwot Solomon,1003.83,Yes
Merid Demeke,501.07,Yes
Teshome Abiyot,8124.1,Yes
Zewditu Mitiku,4751.85,No
Adanech Tilahun,8550.21,Yes
Gelila Sintayehu,4163.64,No
Sintayehu Habtamu,8189.79,No
Tesfaye Zeleke,3433.03,Yes
Dawit Tamirat,2990.65,Yes
Mihret Mamo,1064.19,Yes
Yewbdar Tilahun,182.1,Yes
Mamo Wondimu,6222.26,Yes
Mulu Kidane,6856.88,Yes
Desalegn Bereket,1950.54,Yes
Yewbdar Bereket,2015.16,Yes
Bereket Zewdu,8286.86,No
Yemane Gebeyehu,1764.52,Yes
Zeleke Melaku,5366.74,Yes
Fikirte Tariku,6585.62,Yes
Hiwot Tadesse,5349.66,No
Shiferaw Binyam,6437.89,Yes
Misgana Muluken,637.38,Yes
Yemane Kibrom,9511.88,Yes
Tena Hussen,9333.2,Yes
Mamo Binyam,5599.56,Yes
Teshome Worku,9163.54,No
Binyam Amare,1160.23,Yes
Muluken Mitiku,3537.75,No
Selam Mitiku,8853.09,No
Gebeyehu Fekadu,1008.47,Yes
Zinash Berhanu,8745.09,Yes
Mekuria Selamawit,1482.1,Yes
Dagnachew Dawit,7517.12,Yes
Demelash Mesfin,5723.62,Yes
Eyerusalem Wondimu,9541.62,Yes
Solomon Nigussie,7649.42,Yes
Hayat Hailu,3420.67,Yes
Hirut Andargachew,4104.56,Yes
Yohannes Nega,8616.7,Yes
Andargachew Kebede,2261.56,Yes
Mengistu Zewdu,577.58,Yes
Asnake Legesse,6411.7,Yes
Ayisha Eyob,2916.65,Yes
Yared Birhanu,1496.44,Yes
Gelila Moges,8061.04,Yes
Dagmawit Tamrat,1404.43,No
Ayenalem Fekadu,3698.44,Yes
Getahun Tamirat,4648.82,Yes
Eyerusalem Mulugeta,8101.92,Yes
Tsegaye Chalachew,8061.78,Yes
Alemnesh Yilma,417.29,Yes
Yeshi Hussen,1719.75,Yes
Selam Abebe,7825.13,Yes
Misgana Demeke,3034.05,Yes
Tesfaye Tamrat,4415.78,No
Magi Ermias,6967.95,Yes
Tamirat Eyob,6090.67,Yes
Hussen Bekele,9124.05,Yes
Redae Fekadu,3315.91,Yes
Tilahun Abiyot,8528.88,Yes
Zinash Biruk,369.08,Yes
Zebene Andargachew,3055.39,No
Nega Yemane,6999.12,Yes
Endale Zewdu,9724.63,Yes
Teshome Kassahun,4757.81,Yes
Nigussie Tariku,7917.3,Yes
Haile Tadesse,4064.35,Yes
Hussen Demeke,1461.39,Yes
Dagnachew Redae,4784.98,Yes
Mihret Selamawit,8835.44,Yes
Meseret Zewdu,1938.28,Yes
Rediet Dagnachew,1894.92,Yes
Eyerusalem Getahun,202.45,Yes
Fikirte Eshetu,2300.49,Yes
Meseret Asnake,4141.62,Yes
Sossina Tariku,8875.21,Yes
Yohannes Tilahun,3751.95,Yes
Milki Tsegaye,3763.61,Yes
Yeshi Tesfu,217.31,Yes
Moges Tesfaye,3634.29,Yes
Lomi Wondimu,3013.27,Yes
Binyam Mengistu,9288.47,Yes
Almaz Gizachew,2901.28,No
Abiyot Yohannes,9024.38,Yes
Abebe Birhanu,8853.82,Yes
Tamrat Yohannes,7495.99,Yes
Zeleke Kebede,1938.53,No
Zewditu Getachew,1510.53,Yes
Zemzem Abiyot,2567.83,Yes
Tadese Zerihun,2254.37,Yes
Yonas Eshetu,6167.23,Yes
Firehiwot Mekuria,4618.78,No
Genet Fekadu,6880.86,Yes
Eyob Birhanu,1644.98,Yes
Muluken Kidane,3759.89,Yes
Eyerusalem Kibrom,6131.53,No
Melaku Habtamu,5570.58,Yes
Kidist Kibrom,4117.82,Yes
Nebiyu Yohannes,5636.2,Yes
Demelash Daniel,5984.87,Yes
Demelash Daniel,4367.9,Yes
Lulit Zerihun,823.89,Yes
Mengistu Getnet,5882.72,Yes
Abiyot Wolde,1353.14,No
Selamawit Tsegaye,2568.73,No
Yared Gizachew,3946.77,No
Melaku Desta,7083.24,Yes
Dinknesh Tadesse,8590.88,Yes
Zerihun Mekuria,6970.83,No
Zufan Getachew,2117.45,No
Wubit Gebru,6605.69,Yes
Desta Kidist,4130.38,Yes
Dawit Yonas,8925.65,Yes
Bethelhem Tamirat,3879.02,No
Dawit Tamrat,7799.94,Yes
Habtamu Yohannes,1956.82,Yes
Wubit Getachew,337.09,Yes
Habtemariam Tamirat,6410.9,No
Magi Daniel,9012.31,No
Tesfu Kebede,8747.19,Yes
Merid Demeke,5796.64,Yes
Helina Legesse,7373.34,Yes
Naomi Moges,9576.54,No
Tadese Gizachew,8136.59,Yes
Mihret Tilahun,7947.87,No
Worku Dagnachew,1188.44,Yes
Naomi Andargachew,3444.94,Yes
Rahel Yohannes,6955.58,Yes
Hirut Moges,3680.81,Yes
Tamrat Getachew,3686.97,Yes
Muluken Gebeyehu,8883.49,Yes
Zewditu Redae,3997.65,Yes
Worku Getnet,5237.96,Yes
Gebru Yilma,6181.17,No
Nardos Samuel,3879.37,Yes
Hana Gebru,2739.81,Yes
Selamawit Desalegn,5354.45,No
Muluken Legesse,861.34,Yes
Redae Getachew,905.46,Yes
Geremew Zegeye,4445.43,Yes
Tesfaye Tamirat,2632.49,No
Tena Muluken,6584.11,Yes
Mulugeta Yohannes,7198.06,Yes
Wolde Eyob,9130.91,Yes
Hiwot Getnet,546.44,Yes
Abiyot Mengistu,3307.41,No
Sossina Redae,8900.53,Yes
Eden Binyam,4996.41,Yes
Rediet Samuel,776.02,Yes
Zeleke Gizachew,9521.8,Yes
Yonas Mitiku,1776.26,Yes
Luwam Kassaye,2091.85,No
Rahel Haile,6630.9,Yes
Getnet Biruk,6705.53,Yes
Milki Gebeyehu,8163.87,Yes
Asnake Kidist,4395.48,Yes
Sara Tilahun,1106.24,No
Hiwot Yesuf,7218.59,No
Zewdu Mesfin,7620.8,Yes
Zeleke Tamrat,990.07,Yes
Girma Bekele,2975.58,No
Kidist Henok,1689.68,Yes
Redae Abebe,4640.78,Yes
Chalachew Hussen,8502.25,No
Yodit Sisay,3805.84,Yes
Mihret Nega,9830.72,No
Genet Samuel,4177.77,Yes
Lensa Eyob,6607.13,Yes
Hussen Mesfin,4513.5,Yes
Meseret Eyob,7705.26,Yes
Hayat Kassaye,1718.67,Yes
Rahel Fekadu,5484.53,Yes
Mihret Selamawit,5403.15,No
Dinknesh Leul,904.72,Yes
Mekuria Tariku,2794.03,No
Yohannes Henok,4233.21,Yes
Atikilt Abebe,6649.96,No
Meron Zegeye,6831.73,No
Abebe Mekuria,2286.27,Yes
Eden Kibrom,9942.21,Yes
Getnet Yared,8692.28,Yes
Zinash Gizachew,8469.56,Yes
Hayat Demeke,6142.28,Yes
Tigist Selamawit,7839.86,Yes
Mihret Yilma,7033.02,Yes
Kassaye Solomon,5257.4,Yes
Tsegaye Samuel,7286.37,No
Abraham Haile,4224.72,Yes
Tadesse Yilma,8781.41,No
Marta Zerihun,3934.9,Yes
Marta Tsegaye,3339.97,Yes
Demelash Bereket,3390.9,Yes
Misgana Biruk,2799.29,Yes
Misgana Nigussie,8480.84,Yes
Worku Eyob,9154.11,No
Hirut Yohannes,9194.33,No
Gennet Melaku,7935.59,Yes
Dawit Teshome,5406.77,Yes
Yodit Yohannes,3873.31,No
Lensa Legesse,6410.19,No
Wolde Abraham,3343.26,Yes
Tigist Hailemariam,8223.37,Yes
Selam Wube,293.16,Yes
Andargachew Gizachew,2084.23,Yes
Wubit Yonas,1279.16,Yes
Getachew Samuel,4496.28,Yes
Redae Abraham,4396.19,Yes
Yonas Ermias,9543.95,Yes
Geremew Abiyot,6170.19,Yes
Daniel Geremew,3029.25,Yes
Eshetu Demeke,5449.35,Yes
Mahlet Desta,4831.23,Yes
Tesfaye Yonas,5712.76,Yes
Eyerusalem Mesfin,4187.29,Yes
Biruk Yonas,7295.04,Yes
Eyerusalem Tadese,4781.28,Yes
Mengistu Yemane,2901.96,Yes
Yesuf Fekadu,6345.74,Yes
Abigail Mengistu,5590.07,Yes
Ruth Abraham,2081.35,Yes
Yeshi Habtemariam,6387.59,Yes
Naomi Ermias,6741.33,Yes
Mekdes Bekele,5660.64,No
Zinash Gebru,9553.44,Yes
Gennet Teshome,9182.09,Yes
Eden Binyam,9497.37,Yes
Zinash Tilahun,1624.81,Yes
Kidist Demeke,8285.16,Yes
Dawit Zewdu,5441.81,No
Sara Geremew,8835.9,Yes
Haile Demelash,5831.8,Yes
Zewditu Tadesse,4354.42,Yes
Yeshi Habtemariam,3436.3,Yes
Samuel Nigussie,6076.37,Yes
Asnake Desta,7365.37,Yes
Abebe Abraham,3305.14,No
Hana Mengistu,2731.43,Yes
Adanech Kidane,2787.71,No
Zufan Tesfu,5770.95,Yes
Tinsae Getachew,3590.21,No
Tariku Mitiku,6207.89,Yes
Tigist Hailemariam,9820.06,Yes
Almaz Kidane,7428.53,Yes
Tadesse Melaku,6821.54,Yes
Eshetu Kebede,1665.99,Yes
Hayat Tariku,496.5,No
Gelila Abraham,1755.4,Yes
Gelila Dagnachew,2883.73,Yes
Daniel Nebiyu,2139.59,Yes
Mitiku Kidane,3310.59,Yes
Sara Nebiyu,6802.35,Yes
Mengistu Merid,1577.89,No
Merid Hussen,2484.12,Yes
Hana Desalegn,5698.64,Yes
Eden Eshetu,3986.23,Yes
Mekuria Haile,9486.66,Yes
Ayisha Wolde,5362.74,No
Eyerusalem Fekadu,1003.82,No
Sifan Tadese,7311.13,Yes
Hana Moges,2749.81,No
Dawit Leul,4415.45,Yes
Mengistu Getnet,3392.14,Yes
Tsion Muluken,6999.34,No
Mekonnen Desta,1544.48,Yes
Kidist Binyam,9947.02,No
Mulu Kebede,9036.13,Yes
Sifan Samuel,7457.31,No
Birtukan Selamawit,4860.41,Yes
Tesfu Tesfaye,3824.87,Yes
Mitiku Amare,8148.83,Yes
Wubit Berhanu,7501.74,Yes
Mahlet Samuel,5663.94,Yes
Zewditu Getachew,8867.83,Yes
Zewditu Endale,2990.08,Yes
Tadesse Teshome,9689.21,Yes
Yilma Birhanu,5722.62,Yes
Hiwot Sintayehu,7502.18,No
Chalachew Redae,2761.83,No
Wube Kebede,3197.56,Yes
Mihret Mitiku,2711.92,No
Lomi Wondimu,4933.92,Yes
Dagnachew Getahun,9540.78,Yes
Gete Endale,2138.75,No
Girma Wolde,102.59,Yes
Tamrat Mamo,7969.61,Yes
Hirut Biruk,8047.25,Yes
Desta Hailemariam,7819.42,Yes
Worku Dawit,7470.05,Yes
Tigist Kibrom,521.84,Yes
Mitiku Selamawit,5569.26,Yes
Melaku Getnet,6241.71,Yes
Alemnesh Daniel,8162.91,Yes
Muluken Abraham,6629.63,No
Wondimu Wolde,3070.3,Yes
Shiferaw Berhanu,5375.44,Yes
Ayisha Geremew,6138.46,Yes
Wengel Kibrom,5288.14,No
Tsegaye Mitiku,9119.09,Yes
Wube Sisay,1641.49,Yes
Aster Yohannes,806.98,Yes
Getahun Kidane,7784.46,Yes
Tadesse Kebede,329.42,Yes
Kassaye Dawit,3534.59,Yes
Feven Yemane,8845.57,Yes
Misrak Asnake,9003.79,Yes
Meseret Wondimu,4781.61,Yes
Eyob Gizachew,4362.96,No
Muluken Muluken,2579.97,Yes
Daniel Birhanu,4666.51,Yes
Tena Kassahun,5280.97,Yes
Kidist Yilma,5753.92,Yes
Dagmawit Kassaye,8660.98,Yes
Getnet Tamrat,5641.91,Yes
Yeshi Demelash,9029.72,No
Tadese Yonas,7034.13,Yes
Tigist Girma,583.51,Yes
Haile Kassaye,4187.73,Yes
Fozia Kibrom,3685.27,Yes
Tinsae Negusu,6080.49,No
Tamirat Sisay,7358.76,No
Almaz Zeleke,526.42,No
Luwam Worku,4794.97,Yes
Mitiku Melaku,6758.81,Yes
Rahel Yonas,3312.57,Yes
Fikirte Nebiyu,8225.59,Yes
Abigail Tariku,5441.49,No
Meseret Mitiku,5775.21,Yes
Tesfaye Misgana,1279.22,Yes
Tsegaye Endale,1830.24,Yes
Meaza Henok,9765.84,Yes
Misrak Yonas,7251.16,Yes
Hawi Teshome,4923.33,No
Genet Kidane,5498.28,Yes
Yordanos Biruk,992.01,Yes
Abebech Tamrat,5305.22,Yes
Ayantu Abebe,4616.0,Yes
Selam Tsegaye,4549.27,Yes
Wube Haile,3133.39,Yes
Yodit Hailu,7060.95,Yes
Tena Tadese,3797.52,No
Lensa Wondimu,5839.79,Yes
Hailemariam Yonas,8936.66,Yes
Mengistu Zewdu,9995.17,No
Birhanu Mamo,5584.76,Yes
Chalachew Selamawit,8412.67,Yes
Zinash Samuel,5544.61,No
Yonas Tadesse,9947.43,Yes
Mekdes Tsegaye,3397.59,Yes
Lulit Tsegaye,9950.13,Yes
Moges Leul,3665.97,Yes
Abebech Shiferaw,7727.98,No
Abraham Hussen,5887.1,Yes
Misgana Tsegaye,8534.03,Yes
Eyerusalem Daniel,7037.54,Yes
Dagnachew Haile,5993.95,Yes
Eden Yemane,2792.78,Yes
Hana Yared,1222.94,Yes
Marta Sintayehu,3210.82,Yes
Lomi Adamu,2899.32,Yes
Firehiwot Shiferaw,4656.57,Yes
Ermias Gebeyehu,1717.27,No
Zewdu Yohannes,4302.93,Yes
Luwam Zerihun,7144.25,Yes
Bekele Negusu,9977.26,No
Kassahun Wolde,2418.31,Yes
Dawit Tamirat,1950.81,Yes
Mitiku Melaku,7117.62,Yes
Mihret Redae,4610.4,Yes
Mihret Samuel,3914.41,No
Abebe Mamo,1595.93,Yes
Leul Tamrat,454.23,Yes
Hawi Tesfaye,7930.0,No
Mekonnen Solomon,7056.77,Yes
Hailemariam Tsegaye,5264.76,Yes
Haile Geremew,7585.92,Yes
Kidist Mitiku,7061.17,Yes
Hana Berhanu,8210.89,No
Mahlet Desta,8562.54,Yes
Yewbdar Dawit,6097.21,Yes
Sintayehu Tariku,5704.98,No
Atikilt Yilma,4407.98,Yes
Andargachew Mekonnen,550.6,Yes
Sewit Getnet,196.07,Yes
Zeleke Wube,2534.79,No
Yeshi Redae,1460.31,Yes
Ayenalem Tsegaye,5473.07,Yes
Tesfu Habtamu,6403.06,Yes
Kassaye Melaku,3525.62,Yes
Sisay Kidane,5246.57,Yes
Adel Zerihun,754.86,Yes
Redae Zegeye,2236.74,Yes
Desalegn Daniel,5848.36,Yes
Marta Yonas,5994.05,Yes
Getachew Samuel,2533.55,Yes
Getnet Tesfaye,2187.71,No
Solomon Tadesse,6220.65,Yes
Mekdes Yared,2699.97,Yes
Hewan Kassahun,8078.46,Yes
Yesuf Eshetu,2859.46,Yes
Getnet Tamrat,226.19,No
Selamawit Abraham,1757.55,Yes
Bisrat Desalegn,2959.15,No
Nebiyu Melaku,8468.96,Yes
Misrak Habtemariam,552.53,Yes
Chalachew Ermias,8664.13,Yes
Yewbdar Melaku,6694.08,Yes
Desalegn Adamu,1317.97,Yes
Fozia Tamrat,2736.66,Yes
Abraham Yonas,3195.91,No
Hirut Mitiku,7349.02,Yes
Geremew Biruk,2003.0,No
Tebarek Mitiku,5188.16,Yes
Yilma Kibrom,6944.93,Yes
Lensa Abebe,1975.36,Yes
Dagmawit Mekonnen,9413.71,No
Ayenalem Nigussie,2212.51,Yes
Lomi Kidane,7539.04,Yes
Alem Haile,4165.9,Yes
Bekele Zerihun,2812.91,No
Ermias Tamirat,1209.59,Yes
Berhanu Gizachew,5241.19,Yes
Dawit Demeke,6003.84,No
Kidist Zeleke,4867.88,Yes
Melaku Desta,8939.83,Yes
Yeshi Mengistu,2285.08,Yes
Tadese Sintayehu,6731.07,Yes
Dinknesh Samuel,2743.69,Yes
Bethelhem Samuel,7591.6,Yes
Redae Fekadu,849.06,Yes
Henok Desalegn,2911.16,Yes
Wengel Haile,1497.03,No
Amare Geremew,4795.93,Yes
Nigussie Yilma,1945.28,Yes
Tsion Ermias,3572.52,Yes
Gebeyehu Solomon,2011.15,Yes
Girma Tsegaye,1487.76,No
Dawit Yonas,520.14,Yes
Dawit Yohannes,3084.14,Yes
Sewit Desalegn,4960.1,No
Kidist Samuel,3948.52,Yes
Alem Yonas,7116.51,Yes
Dinknesh Mekonnen,4064.02,Yes
Gizachew Leul,3398.46,No
Biruk Mekonnen,8774.44,No
Geremew Mekonnen,1333.04,Yes
Biruk Demelash,4862.72,Yes
Birtukan Biruk,8573.21,Yes
Habtamu Tamirat,736.64,Yes
Fekadu Wube,8016.62,Yes
Fozia Mamo,1609.74,Yes
Misrak Amare,6025.49,Yes
Emebet Kidane,5795.63,Yes
Tsion Wube,2192.75,Yes
Adel Chalachew,777.69,Yes
Aster Kidane,8318.04,Yes
Mitiku Leul,7218.06,Yes
Dagmawit Yared,8082.78,Yes
Sossina Kidane,9431.89,Yes
Zinash Samuel,4617.41,Yes
Legesse Mulugeta,8235.34,Yes
Yeshi Kibrom,9600.03,Yes
Samuel Gebru,6980.3,Yes
Yared Tamirat,9018.73,Yes
Kidist Desalegn,4993.23,Yes
Zewditu Nebiyu,2466.24,Yes
Berhanu Biruk,7846.44,Yes
Samuel Kassaye,4347.95,No
Eyob Abebe,6721.39,Yes
Yewbdar Bekele,5066.98,Yes
Adamu Getachew,351.17,Yes
Daniel Geremew,2786.63,No
Rahel Yonas,1718.95,Yes
Mamo Kidist,7392.55,Yes
Yohannes Kassahun,6725.07,Yes
Gete Dawit,4160.42,Yes
Gebeyehu Bereket,5377.25,No
Gebeyehu Ermias,8602.04,Yes
Mitiku Merid,1243.29,Yes
Bereket Amare,5853.28,Yes
Geremew Zegeye,6515.78,Yes
Tadese Gebeyehu,3197.75,Yes
Abiyot Kassahun,4302.48,Yes
Demelash Chalachew,7792.76,Yes
Tilahun Kassaye,2961.8,Yes
Lomi Yohannes,7809.89,Yes
Yilma Habtemariam,8761.39,Yes
Zegeye Getnet,6146.38,Yes
Negusu Tilahun,6731.39,Yes
Wolde Gebru,4141.07,Yes
Sewit Merid,6666.69,No
Yonas Yohannes,3609.87,Yes
Selam Misgana,7636.35,Yes
Tesfaye Hailu,1399.54,Yes
Hana Teshome,8599.4,Yes
Andargachew Melaku,9821.94,Yes
Dawit Habtemariam,6075.97,Yes
Gelila Dagnachew,5736.26,Yes
Lulit Demeke,1756.08,Yes
Helina Samuel,158.56,Yes
Sifan Samuel,6047.9,Yes
Hiwot Tadese,1889.61,Yes
Tebarek Dagnachew,2704.1,No
Banchi Henok,6872.91,Yes
Mesfin Wondimu,1166.07,Yes
Meaza Zerihun,5600.31,Yes
Kebede Tsegaye,7906.82,No
Fekadu Misgana,8850.51,Yes
Nardos Dawit,4836.03,Yes
Selamawit Mekuria,9005.54,Yes
Lomi Binyam,2339.81,Yes
Tebarek Mitiku,2477.01,Yes
Zegeye Demeke,6403.51,Yes
Lulit Getachew,7885.31,Yes
Dinknesh Yared,4155.72,Yes
Sara Hailemariam,820.08,Yes
Kassahun Selamawit,7046.69,Yes
Sara Leul,1556.41,Yes
Hirut Tadese,562.6,Yes
Mesfin Girma,2169.52,No
Nebiyu Tesfu,8952.52,No
Tigist Sintayehu,3524.29,No
Habtemariam Negusu,1397.69,Yes
Wubit Misgana,675.71,Yes
Kassahun Solomon,6437.45,Yes
Misrak Mesfin,8169.17,No
Dinknesh Desta,3091.61,Yes
Tigist Wondimu,5225.74,Yes
Kidist Gebru,517.66,No
Helina Birhanu,7784.8,Yes
Getahun Demeke,6251.68,Yes
Getnet Samuel,4590.69,Yes
Selam Tadesse,9643.09,Yes
Tesfu Mamo,8132.01,Yes
Meseret Andargachew,9879.56,No
Zebiba Mamo,281.62,Yes
Nega Gebru,7404.89,Yes
Kidist Desta,3573.26,Yes
Getahun Hailemariam,8862.05,Yes
Merid Wolde,2521.07,Yes
Hussen Gebru,7645.66,Yes
Tesfu Samuel,2965.1,Yes
Fikirte Gebru,5030.9,Yes
Tena Demelash,711.33,Yes
Tigist Binyam,7165.03,Yes
Lulit Muluken,4206.38,No
Zufan Fekadu,1433.99,No
Endale Dagnachew,5879.69,Yes
Yared Misgana,1281.38,Yes
Selam Chalachew,2888.06,Yes
Hayat Abraham,7861.63,Yes
Yared Kassahun,6020.11,Yes
Dagmawit Sisay,7918.21,No
Luwam Chalachew,8843.57,Yes
Zerihun Hailu,7930.78,No
Gebru Samuel,1799.73,Yes
Girma Mengistu,2943.66,Yes
Teshome Sintayehu,4171.7,Yes
Nigussie Tariku,178.64,Yes
Melaku Bekele,4543.34,Yes
Wolde Tilahun,6832.01,Yes
Assefu Mengistu,3546.43,No
Nebiyu Nega,1951.02,No
Demelash Haile,3888.2,Yes
Demelash Tesfaye,9995.25,Yes
Rahel Habtamu,4173.58,No
Selam Tesfaye,9486.38,No
Ayantu Tadesse,714.18,Yes
Tinsae Misgana,1654.35,Yes
